Presales Engineer,Samriddhi Automations Private Limited,Noida,1-3years,Not Specified,"Require presales engineer, work experience of cctv company,",Presales|
Scrum Master-Infosys [C2H],Silverlink Technologies Private Limited,Bengaluru/Bangalore|Hyderabad/Secunderabad,7-14years,Not Specified,"Scrum Master having 2 + years of experience in Digital Transformation projects with below tech stack related to Digital layers (React , Flutter framework, Adobe,  Mobile testing Appium, etc).",ScrumMaster|
project Manager - Bangalore - Immediate Joiner,Chaitra Soft,Bengaluru/Bangalore,3-10years,500000 - 1800000 INR,Acts as the liaison between the project teams and the customer.,"ProjectManager""|"
Project Manager,C P Careers Private Limited,Bengaluru/Bangalore|Chennai,8-12years,1500000 - 2500000 INR,"7-9yrs of overall experience in software development projects.4-5 yrs of hands-on software development experience, preferably back-end development.",Backend|ProjectManager|Agile|Sdlc|Java|Asp.Net|.NET|python|
"Senior Project Planner with NKT, Chennai",Quest W LTD,Chennai,7-15years,Not Specified,Support and input to the Tender Team in the tender phase,PrimaveraP6|Primavera|
SEO Manager,AIS Technolabs Private Limited,Ahmedabad,4-7years,200000 - 450000 INR,"Creating leads through utilizing various marketing skills |  Drawing in to clients by Content Marketing |  Controlling organic ranks of website   |  Overviewing social media marketing promoting and sharing substance, facebook, twitter, linkedin, Google Plus. |",SEOTeamLeader|SeniorSEOExecutive|AssistantSEOmanager|
Project Engineer,Enpro Enviro Tech And Engineers Private Limited,Surat,2-4years,330000 - 650000 INR,Looking for Project Engineer.,ProjectPlanning|ProjectExecution|ProcurementAssistance|ProjectMonitoring|
Project Planning / Manager with 3 Yrs Exp in MS Project tools In Construction,Sharp Point HR Consulting,Mumbai,2-11years,Not Specified,"Project Planning, MS Project, Primavera, Documentation Engineer",ProjectPlanning|SchedulingEngineer|PlanningManager|MSProject|MSPMicrosoftProject|PlanningEngineer|Primavera|
Java Technical Manager/Program Manager,Aayam Consultants,Pune,12-15years,2200000 - 2400000 INR,Java Technical Manager/Program Manager are  responsible for designing and developing software applications using the Java programming language and respective frameworks.,Pmp|ProjectProgramManager|JavaProjectManager|CI-CD|JavaTechnologies|JavaJ2ee|Hibernate|Microservices|AwsCloud|AjaxFramework|SpringBoot|RESTful|WebServices|RestApi|Mysql|Hsqldb|MongoDB|Jms|Jvm|AWS|Ec2|S3|Cloudwatch|Agile|ProjectManager|
Maintenance Engineer Required In Netherlands,Proximity Immigration Private Limited,Netherlands|NewZealand,1-6years,580000 - 720000 INR,Minimum 1+ years of relevant experience  - MUST |   Must have good knowledge of English  - MUST |   Age: Must be below 40.,MaintenanceManager|MechanicalMaintenance|MaintenanceSupervisor|MaintenanceExecutive|b.tech|MainframeAdministrator|MaintenanceSupervisor|MaintenanceEngineer|ServiceEngineer|MainframeTesting|
Industrial and manufacturing engineers,The World Migration,Canada,2-10years,Not Specified,"Industrial and manufacturing engineers conduct studies, and develop and supervise programs to achieve the best use of equipment, human resources, technology, materials and procedures to enhance efficiency and productivity. T",ManufacturingEngineer|ProductionManager|PlantEngSafetyengineerineer|ProductionEngineer|ProductionOfficer|
Sr Project Manager - Software Support - Overseas,Vivekananda Academy Private Limited,Pune,5-15years,600000 - 2000000 INR,|     Manage a Team of Software Support Staff at foreign locations    |,SoftwareSupportEngineer|
Project Coordinator,Azine Technologies,Ahmedabad,2-12years,240000 - 500000 INR,Azine Technologies is a software and services provider company we are a believer of people’s potential and our proven ability to harness that potential to drive results that last.,ProjectScheduling|BusinessAnalyst|ITAnalyst|projectleading|SoftwareDevelopment|CoreJava|Hive|Cassandra|Hbase|Java|Python|ItProjectManagement|
Accion Labs - Agile Project Manager - SAFe (Scaled Agile Framework).Jira/Visio/Confluence,Accion Labs India Private Limited,Chennai|Mumbai,8-12years,Not Specified,Looking for candidates with 812 years of experience from Reputed product development Companies / Reputed Colleges with either Master's / Bachelor's degree. |   Mode of Interview –2 rounds of 2 way video interview followed by Manager round and HR Round  |,AgileProjectManager|MSProject|ScaledAgile|Jira|Confluence|
Scrum Master,2COMS Consulting Private Limited,Gurgaon/Gurugram,5-8years,Not Specified,Immediate requirement for Scrum master or TPM for Wipro(C2H) at Gurgaon Location,Tpm|ScrumMaster|
jobTitles,Company,jobLocations,requiredExperiance,Salary,JobDescription,Skills
Project Coordinator,Nscript Web Studios Private Limited,Chennai,5-8years,500000 - 900000 INR,"Looking for a candidate who have experience in IT or Web designing/development company |  Must speak Tamil, Hindi and English |  Must have a Strong client-facing and teamwork skills",ClientCoordination|Hindi|ItProjectManager|ProjectCoordinator|Pmo|ScrumMaster|
MANAGER JAVA + UI,C P Careers Private Limited,Bengaluru/Bangalore|Chennai,8-12years,1000000 - 1600000 INR,"Job Description |   |  Strong understanding of Java, Spring framework, UI Design & design patterns. |   |   |   |   Good understanding of HTML , CSS & JavaScript . |   |   Should have working experience in Java web application development , Java |   |   Must be able to wo",Sybase/SQLServer|Unix/shellscripting|CI/CD|Cucumber/BDD|UIDesign&designpatterns|CSS&JavaScript|Java|AdvancedJava|SpringFramework|Javascript|Css3|Html5|Bootstrap|jQuery|Docker|Kubernates|JUnit|Git|HTML|Unix|
Project Manager,Adept Recruiting,Mumbai,5-10years,1000000 - 2000000 INR,Hiirng Project Manager for leading General Insurance Company.,ProjectManagement|ProjectExecution|ProjectPlanning|ProjectImplementation|ProjectScheduling|CoreInsuranceSystems|Portals|WebServices|Middleware|SQLServer|WebServices|Java|.NET|Mvc|
Engineering Manager required in Canada (Contact 9654855001),Ameuro Migration Private Limited,Canada,2-7years,4860000 - 5430000 INR,Contact Tanya - 9654855001 |       Middle level to Senior level profile  |       |,EngineeringManager|engineer|ProductionManager|manufacturingmanager|automobile|Design|Textile|automotive|mechanicalengineer|ProjectManager|Quality|QualityManager|
Production Manager Req in CANADA & AUSTRALIA,Pear Visa Immigration Services Private Limited,Australia|Canada,3-13years,7550000 - 8430000 INR,Production Manager Required who can relocate quickly to CANADA & AUSTRLIA,ProductionManager|ProductionHead|FactoryManager|ProductionExecutive|ProductionEngineer|ProductionInCharge|ProductionOfficer|ProductionSupervisor|
PROJECT MANAGER,C P Careers Private Limited,Bengaluru/Bangalore|Chennai,8-12years,1500000 - 2500000 INR,"Job Summary |   |  The Role |   |  The Project Manager (PM) will fuel the growth of the company by working with four key stakeholders: internal engineering teams, Engagement Managers, client managers and Soroco’s senior leadership to deliver proprietary systems",BACKEND|ProjectManager|AGILE|Sdlc|Java|.NET|ASP.NET|PYTHON|
Coordinator - Female For Software Company in Mumbai,Sanda Office Management Services Private Limited,Mumbai|MumbaiCity,1-3years,150000 - 250000 INR,"A Coordinator works closely with the team members, managers and leads to help deliver major organizational projects efficiently. The Project Coordinator manages the information distribution, report collation and communication support.           |    |",Coordinator|Co-ordination|Assistant|
Project/Program Manager in Oman,Serviam Consultancy Services,Oman,12-20years,Not Specified,12-15 years of experience of project / program management. |  Minimum of 5 years of experience in banking including Conventional (including Retail & Corporate) & Islamic (products) |  Knowledge of good practices of banking Audit and IT Security . |,"""programmanagement""|Banking|Pmp|Prince2|"
Hiring for a New Product Dvelopment Quality (NPD) for Experience as well as Fresher,Career Mantra Management Services,Mumbai|Pune,2-4years,229999 - 560000 INR,"Role & Responsibilities Required:Lead the new product design & development quality function. Ensure first time right solution goes to the customer (Nature of products:Embedded electornics, HW & SW). Good Communication& interpersonal skills.",APQP|Ppap|IATF|NPD|Iso9001|NewProductDevelopment|Dfmea|Pfmea|Quality|
Presales Engineer,Samriddhi Automations Private Limited,Noida,1-3years,Not Specified,"Require presales engineer, work experience of cctv company,",Presales|
Scrum Master-Infosys [C2H],Silverlink Technologies Private Limited,Bengaluru/Bangalore|Hyderabad/Secunderabad,7-14years,Not Specified,"Scrum Master having 2 + years of experience in Digital Transformation projects with below tech stack related to Digital layers (React , Flutter framework, Adobe,  Mobile testing Appium, etc).",ScrumMaster|
project Manager - Bangalore - Immediate Joiner,Chaitra Soft,Bengaluru/Bangalore,3-10years,500000 - 1800000 INR,Acts as the liaison between the project teams and the customer.,"ProjectManager""|"
Project Manager,C P Careers Private Limited,Bengaluru/Bangalore|Chennai,8-12years,1500000 - 2500000 INR,"7-9yrs of overall experience in software development projects.4-5 yrs of hands-on software development experience, preferably back-end development.",Backend|ProjectManager|Agile|Sdlc|Java|Asp.Net|.NET|python|
"Senior Project Planner with NKT, Chennai",Quest W LTD,Chennai,7-15years,Not Specified,Support and input to the Tender Team in the tender phase,PrimaveraP6|Primavera|
SEO Manager,AIS Technolabs Private Limited,Ahmedabad,4-7years,200000 - 450000 INR,"Creating leads through utilizing various marketing skills |  Drawing in to clients by Content Marketing |  Controlling organic ranks of website   |  Overviewing social media marketing promoting and sharing substance, facebook, twitter, linkedin, Google Plus. |",SEOTeamLeader|SeniorSEOExecutive|AssistantSEOmanager|
Project Engineer,Enpro Enviro Tech And Engineers Private Limited,Surat,2-4years,330000 - 650000 INR,Looking for Project Engineer.,ProjectPlanning|ProjectExecution|ProcurementAssistance|ProjectMonitoring|
Project Planning / Manager with 3 Yrs Exp in MS Project tools In Construction,Sharp Point HR Consulting,Mumbai,2-11years,Not Specified,"Project Planning, MS Project, Primavera, Documentation Engineer",ProjectPlanning|SchedulingEngineer|PlanningManager|MSProject|MSPMicrosoftProject|PlanningEngineer|Primavera|
Java Technical Manager/Program Manager,Aayam Consultants,Pune,12-15years,2200000 - 2400000 INR,Java Technical Manager/Program Manager are  responsible for designing and developing software applications using the Java programming language and respective frameworks.,Pmp|ProjectProgramManager|JavaProjectManager|CI-CD|JavaTechnologies|JavaJ2ee|Hibernate|Microservices|AwsCloud|AjaxFramework|SpringBoot|RESTful|WebServices|RestApi|Mysql|Hsqldb|MongoDB|Jms|Jvm|AWS|Ec2|S3|Cloudwatch|Agile|ProjectManager|
Maintenance Engineer Required In Netherlands,Proximity Immigration Private Limited,Netherlands|NewZealand,1-6years,580000 - 720000 INR,Minimum 1+ years of relevant experience  - MUST |   Must have good knowledge of English  - MUST |   Age: Must be below 40.,MaintenanceManager|MechanicalMaintenance|MaintenanceSupervisor|MaintenanceExecutive|b.tech|MainframeAdministrator|MaintenanceSupervisor|MaintenanceEngineer|ServiceEngineer|MainframeTesting|
Industrial and manufacturing engineers,The World Migration,Canada,2-10years,Not Specified,"Industrial and manufacturing engineers conduct studies, and develop and supervise programs to achieve the best use of equipment, human resources, technology, materials and procedures to enhance efficiency and productivity. T",ManufacturingEngineer|ProductionManager|PlantEngSafetyengineerineer|ProductionEngineer|ProductionOfficer|
Sr Project Manager - Software Support - Overseas,Vivekananda Academy Private Limited,Pune,5-15years,600000 - 2000000 INR,|     Manage a Team of Software Support Staff at foreign locations    |,SoftwareSupportEngineer|
Project Coordinator,Azine Technologies,Ahmedabad,2-12years,240000 - 500000 INR,Azine Technologies is a software and services provider company we are a believer of people’s potential and our proven ability to harness that potential to drive results that last.,ProjectScheduling|BusinessAnalyst|ITAnalyst|projectleading|SoftwareDevelopment|CoreJava|Hive|Cassandra|Hbase|Java|Python|ItProjectManagement|
Accion Labs - Agile Project Manager - SAFe (Scaled Agile Framework).Jira/Visio/Confluence,Accion Labs India Private Limited,Chennai|Mumbai,8-12years,Not Specified,Looking for candidates with 812 years of experience from Reputed product development Companies / Reputed Colleges with either Master's / Bachelor's degree. |   Mode of Interview –2 rounds of 2 way video interview followed by Manager round and HR Round  |,AgileProjectManager|MSProject|ScaledAgile|Jira|Confluence|
Scrum Master,2COMS Consulting Private Limited,Gurgaon/Gurugram,5-8years,Not Specified,Immediate requirement for Scrum master or TPM for Wipro(C2H) at Gurgaon Location,Tpm|ScrumMaster|
