LTE Protocol Developer/ 4G Developer,Prishatech India (opc) Private Limited,Bengaluru/Bangalore|Gurgaon/Gurugram,4-12years,Not Specified,"Job responsibilities also include end-to-end analysis of UE and Network interaction during 3GPP defined procedures on LTE, and troubleshooting of protocol, software and hardware issues.",Lte|Linux|CProgramming|
VMC Programmer,Hiremount Solutions Private Limited,UnitedArabEmirates,1-10years,Not Specified,"Preparing and operating CNC machines to perform tasks such as drilling, grinding, milling etc. Understanding specifications of the task at hand and the desired result by reading blueprints, mechanical drawings etc. Translating instructions",VMCMachineOperator|VMCProgrammer|VMCProgramming|CncProgramming|
jobTitles,Company,jobLocations,requiredExperiance,Salary,JobDescription,Skills
System Programming,Meksa Enterprises,Hyderabad/Secunderabad|Mumbai,4-7years,630000 - 850000 INR,"Job Overview: Th Software Engineer I develops, troubleshoots and debugs software programs for software enhancements and new products. Develops software tools including operating systems, compilers, routers, networks, utilities, databases and Internet",Developer|MultiThreadingSwing|Embeddedfirmwaredevelopment|SystemProgramming|C|DeviceDrivers|SocketProgramming|CoreJava|DesignPatterns|Awt|DataStructures|Firmware|EmbeddedFirmware|FirmwareTesting|
Computer Programming,BT Technologies Online Private Limited,Delhi,0-3years,Not Specified,"Urgent Requirement For Computer Programmer In Govt Department. Contact :-  Divya  Chauhan:-9717521298, Nilesh Chaubey:-7042068298",ComputerProgramming|
Perl Programming,BT Technologies Online Private Limited,Bengaluru/Bangalore,4-8years,Not Specified,Minimum 4 years’ strong expertise/experience in following technical areas,AdvancedPerl|PerlProgramming|Ansible|
Perl Programming,Angel And Genie,Bengaluru/Bangalore,4-7years,Not Specified,-          advanced perl(.pl) and Unix shell scripting |  -          Ansible script |,Advanceperl|
Python Application Programming,Neugene International Inc,Bengaluru/Bangalore,4-8years,Not Specified,Looking for Python Application Programming,pythonApplicationprogramming|googlegoprogramming|Kubernetes|
Python Application Programming (L3),Klaus It Solutions Private Limited,Bengaluru/Bangalore,5-8years,Not Specified,"Python Application Programming (L3) Test Automation (L3),N/A |  JD: Python Application Programming (L3), Test Automation (L3) |   Programming: |  Python 3.7 mainly OOPS based structured coding |  OOPS concepts |  Framework: Flask and Flask-RESTful programming |  REST",Python3.7mainlyOOPSbasedstructuredcoding|
Python Application Programming (L3),Career Mantra Management Services,Bengaluru/Bangalore,5-7years,Not Specified,"Python Application Programming (L3) Docker (L2),N/A |   |  JD: Python Application Programming (L3) |    |  NodeJS  Advanced |  ReactJS Advanced |  Collaboration  Advanced |  Python  Intermediate |  MySQL  Intermediate |  Oracle PL/SQL intermediate |  Unix/Linux  Intermediate |  Rest",NodeJSAdvancedPythonCoding(SQL|Kafka)|Python|Spark|
Java Online Programming,Pear Visa Immigration Services Private Limited,Bengaluru/Bangalore,2-6years,Not Specified,Java developer with strong Spring Boot Framework and Database skills required to develop |  custom solutions for Deep Learning based web application. Angular JS skills highly |  preferred,Javadeveloper|Pa|XD|Java|SpringBoot|AngularJs|Batch|Integration|RestfulServices|Hibernate|
L3 Network Security Protocols Developer using C programming,Klaus It Solutions Private Limited,Bengaluru/Bangalore,6-15years,Not Specified,6-15 years experience in Network L3 Security Protocols Development using C programming,Acls|Dot1x|MacAuth|MacSec|WebAuth|DhcpSnoop|IPSG|L3Routing|Arp|Vlans|Linux|CProgramming|
"C++,Driver Programming",Future Plannerz,Bengaluru/Bangalore|Noida,4-12years,Not Specified,C++ Driver Programming |  1)We are looking for C++ Driver Programming |   |  With Minimum of 4+ Years of Experience |  Who can join Immediately / 15 to 25 Days |  Position - Permanent With one of the reputed MNC Company |  Location - No Constraint,DriverProgramming|pythonextensions|C++|Php|Sql|
Senior/Software Dev Engineer (Modern C++ and System Programming),Primebit Solutions,Chennai|Hyderabad/Secunderabad,2-8years,330000 - 1250000 INR,We are hiring...........,Developer|IT|Hardware|SoftwareEngineer|Softwaredeveloper|SeniorSoftwareEngineer|Softwareprogrammer|Programmer|
openings for Design Engineers for Experience Candidates Can Apply here,Falcon Multi Services Limited,Pune|Nashik,2-4years,140000 - 220000 INR,"The Mechanical Engineer is responsible for design, development & testing of Mechanical hardware based on the testing of mechanical architecture & the mechanical requirements within a Project. Development of core & application. Complies with (Q O S).",Creo|Catia|ProductEngineering|Simulation|Aerospace|HardwareDesign|Troubleshooting|soildwork|ANSYS|
Software Engineer are required For CANADA & AUSTRALIA,Parahit Technologies Limited,Australia|Canada,3-8years,6000000 - 9050000 INR,"Integrate & Debugging Source code |  Computer science fundamentals require |  Implementing Architecture design |  Data structures & algorithms |  Information analysis |  Software testing |  Working closely with developers, UX designers, business & systems analysts",softwaremaintenanceengineer|ApplicationDeveloper|developer|agiledeveloper|SoftwareArchitecture|SoftwareDeveloper|SoftwareTesting|SoftwareQualityAssurance|SystemAnalyst|SoftwareEngineering|agile|softwaredeveloper|
System Testing,DynPro India Private Limited,Bengaluru/Bangalore,2-5years,Not Specified,Hot Vacancies for System Testing-Bangalore!!,USD|EmbeddedC|CaplProgramming|Can|
Opening For Senior Engineer - Java/J2EE Programming,Pear Visa Immigration Services Private Limited,Delhi|Gurgaon/Gurugram,1-5years,100000 - 500000 INR,Opening For Senior Engineer - Java/J2EE Programming,J2EE|Servlet|Linux|MongoDB|jQuery|Javascript|Nosql|
LTE Protocol Developer/ 4G Developer,Prishatech India (opc) Private Limited,Bengaluru/Bangalore|Gurgaon/Gurugram,4-12years,Not Specified,"Job responsibilities also include end-to-end analysis of UE and Network interaction during 3GPP defined procedures on LTE, and troubleshooting of protocol, software and hardware issues.",Lte|Linux|CProgramming|
VMC Programmer,Hiremount Solutions Private Limited,UnitedArabEmirates,1-10years,Not Specified,"Preparing and operating CNC machines to perform tasks such as drilling, grinding, milling etc. Understanding specifications of the task at hand and the desired result by reading blueprints, mechanical drawings etc. Translating instructions",VMCMachineOperator|VMCProgrammer|VMCProgramming|CncProgramming|
